title,company,location,url,source,page,category,scraped_at
Software Engineer - Back-End - Oracle ERP Focused,Unknown,USA,/co/Strategic-Pharmaceutical-Solutions/Jobs/--in-United-States?uuid=NyQTRBjhErjBQeJiwtqQpKn9Nq4%3D&radius=25,ZipRecruiter,1,core-engineering,2026-01-29T03:42:16.595274
"Staff Software Engineer, Backend (AI Platform)",Unknown,USA,/co/Cresta/Jobs/--in-United-States?uuid=3QjPf9TdsH%2B2TU0BbySWf7S3t38%3D&radius=25,ZipRecruiter,1,core-engineering,2026-01-29T03:42:16.595274
17481-Application Development-GA,Unknown,USA,/co/Pride-Global/Jobs/--in-United-States?uuid=RqhSp5xMorsKeit%2Fk%2BvyKYrFaPE%3D&radius=25,ZipRecruiter,1,core-engineering,2026-01-29T03:42:16.595274
Senior Software Engineer (Backend/.NET),Unknown,USA,/co/On-the-Clock/Jobs/--in-United-States?uuid=&radius=25,ZipRecruiter,1,core-engineering,2026-01-29T03:42:16.595274
"Software Engineer, Backend (Marketplace Performance)",Unknown,USA,/co/Affirm/Jobs/--in-United-States?uuid=iEGkMKnmdNqt64T%2B9cflCSfvx%2FI%3D&radius=25,ZipRecruiter,1,core-engineering,2026-01-29T03:42:16.595274
Software Engineer Intern (Backend),Unknown,USA,/co/iManage/Jobs/--in-United-States?uuid=OVrXMC8JcpOcP3UhWhVZSCqPq1U%3D&radius=25,ZipRecruiter,1,core-engineering,2026-01-29T03:42:16.595274
Software Engineer - Junior,Unknown,USA,/co/SynergisticIT/Jobs/--in-United-States?uuid=ZA%2BNa9lblBakS9dCW9qjFd%2FBZPE%3D&radius=25,ZipRecruiter,1,core-engineering,2026-01-29T03:42:16.595274
Lead Software Engineer - Backend,Unknown,USA,/co/Freshworks/Jobs/--in-United-States?uuid=BFNQuIy6S52bQrIisRmgRseU8aw%3D&radius=25,ZipRecruiter,1,core-engineering,2026-01-29T03:42:16.595274
Be Seen First for this job,Unknown,USA,"/co/DiverseITS,-LLC/Jobs/--in-United-States?uuid=&radius=25",ZipRecruiter,1,core-engineering,2026-01-29T03:42:16.595274
Be Seen First for this job,Unknown,USA,/co/Volano-Software/Jobs/--in-United-States?uuid=hajGRsZ1purAGLVNZUNSv%2B42UNA%3D&radius=25,ZipRecruiter,1,core-engineering,2026-01-29T03:42:16.595274
F5 Network Engineer,Unknown,USA,"/co/BOOZ,-ALLEN-&-HAMILTON,-INC./Jobs/--in-United-States?uuid=tEbwqMn6Ew0p80hzgsIZDIqJ8cI%3D&radius=25",ZipRecruiter,1,core-engineering,2026-01-29T03:42:16.595274
Senior Backend API Engineer (Contract),Unknown,USA,/co/Information-Consulting-Services/Jobs/--in-United-States?uuid=VWdA8P8XUgC89TEOzZZvDqkgjco%3D&radius=25,ZipRecruiter,1,core-engineering,2026-01-29T03:42:16.595274
Bilingual DevOps Engineer,Unknown,USA,/co/Burnetts-Staffing/Jobs/--in-United-States?uuid=t%2BqkcLBe2P3lB7P%2FNfBy9jor544%3D&radius=25,ZipRecruiter,1,core-engineering,2026-01-29T03:42:16.595274
AI Governance Manager,Unknown,USA,/co/Allstate/Jobs/--in-United-States?uuid=J3bgnX98R3g5Zgef%2BYuzNK3PPvY%3D&radius=25,ZipRecruiter,1,core-engineering,2026-01-29T03:42:16.595274
Chief Engineer #532,Unknown,USA,"/co/Photo-Sonics,-Inc/Jobs/--in-United-States?uuid=QpDJWsDkhKrsLQ5CtU0oszzFZZ4%3D&radius=25",ZipRecruiter,1,core-engineering,2026-01-29T03:42:16.595274
Be Seen First for this job,Unknown,USA,/co/ThinkHire-LLC/Jobs/--in-United-States?uuid=&radius=25,ZipRecruiter,1,core-engineering,2026-01-29T03:42:16.595274
Case Management Engineer with Security Clearance,Unknown,USA,/co/Epiphany-Resource-Group/Jobs/--in-United-States?uuid=&radius=25,ZipRecruiter,1,core-engineering,2026-01-29T03:42:16.595274
"Software Engineer - Java, Backend III",Unknown,USA,"/co/Javen-Technologies,-Inc./Jobs/--in-United-States?uuid=7sBch84qi22g65XzgITWk40v%2FzU%3D&radius=25",ZipRecruiter,1,core-engineering,2026-01-29T03:42:16.595274
Senior Backend Python Developer,Unknown,USA,/co/Lyteforge-Technologies-LLC/Jobs/--in-United-States?uuid=&radius=25,ZipRecruiter,1,core-engineering,2026-01-29T03:42:16.595274
Back - End Engineer,Unknown,USA,/co/ITR-Group/Jobs/--in-United-States?uuid=NaTmt2b2C%2BzqkfgKOxFw77XHmt4%3D&radius=25,ZipRecruiter,1,core-engineering,2026-01-29T03:42:16.595274
Be Seen First for this job,Unknown,USA,/co/The-Golf-Performance-Center/Jobs/--in-United-States?uuid=HsYb%2BzpuA%2Bs%2Be1sz3%2BhFsYiaYcU%3D&radius=25,ZipRecruiter,1,core-engineering,2026-01-29T03:42:16.595274
Be Seen First for this job,Unknown,USA,"/co/StaffSource,-LLC/Jobs/--in-United-States?uuid=244sJBuLrW3SOsWjo%2BXmlSlRmXw%3D&radius=25",ZipRecruiter,1,core-engineering,2026-01-29T03:42:16.595274
Backend Software Developer,Unknown,USA,/co/Hagerty-Consulting/Jobs/--in-United-States?uuid=8jbEIc7dvCWzPuSY9ApAGQCvOnE%3D&radius=25,ZipRecruiter,1,core-engineering,2026-01-29T03:42:16.595274
Backend Software Engineer Intern,Unknown,USA,/co/Our-National-Conversation/Jobs/--in-United-States?uuid=&radius=25,ZipRecruiter,1,core-engineering,2026-01-29T03:42:16.595274
Back-End Software Engineering Intern,Unknown,USA,/co/CenCore-LLC/Jobs/--in-United-States?uuid=tUQeApqP17ZukbJMsXNtJIzgauQ%3D&radius=25,ZipRecruiter,1,core-engineering,2026-01-29T03:42:16.595274
Backend Software Engineer,Unknown,USA,/co/Dentsu-Aegis-Network/Jobs/--in-United-States?uuid=&radius=25,ZipRecruiter,1,core-engineering,2026-01-29T03:42:16.595274
Backend Software Developer with TS/SCI and CI Poly,Unknown,USA,/co/@Orchard/Jobs/--in-United-States?uuid=aD9i9PCmVwZ3X7eZSm02NTvZ%2B%2BA%3D&radius=25,ZipRecruiter,1,core-engineering,2026-01-29T03:42:16.595274
Staff Backend Software Engineer,Unknown,USA,/co/Sirona-Medical/Jobs/--in-United-States?uuid=5J6TLpbWQZsZUsLBHNWygEkEtXU%3D&radius=25,ZipRecruiter,1,core-engineering,2026-01-29T03:42:16.595274
Backend Software Developer - New Glenn Engineering Data Systems,Unknown,USA,/co/Blue-Origin/Jobs/--in-United-States?uuid=rNLRg4GmLIOESIHUY4%2BHHBkdxys%3D&radius=25,ZipRecruiter,1,core-engineering,2026-01-29T03:42:16.595274
"Software Engineer, Intern",Unknown,USA,/co/BambooHR/Jobs/--in-United-States?uuid=LfH%2Fy7ykQl39mSw6EpKJ8KkRSTQ%3D&radius=25,ZipRecruiter,1,core-engineering,2026-01-29T03:42:16.595274
Backend Software Engineer,Unknown,USA,/co/Equal-Parts/Jobs/--in-United-States?uuid=F%2FepFMJiRYXhjo3V3M9mlGPVj9c%3D&radius=25,ZipRecruiter,1,core-engineering,2026-01-29T03:42:16.595274
Be Seen First for this job,Unknown,USA,/co/GOODCONNEX-INC/Jobs/--in-United-States?uuid=&radius=25,ZipRecruiter,1,core-engineering,2026-01-29T03:42:16.595274
Global Dining Technology Backend Software Engineer III,Unknown,USA,/co/American-Express/Jobs/--in-United-States?uuid=zNbKYp%2FnTuWHNrc9DSntre6xTgE%3D&radius=25,ZipRecruiter,1,core-engineering,2026-01-29T03:42:16.595274
